基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
嘉实长青竞争优势股票C,007134,0.09亿元（2019-12-31）,6.62%,9.67%,7.48%,--,--,14.23%,龙昌伦,306天,14.23%,2年又259天
前海开源沪港深非周期股票A,006923,0.95亿元（2019-12-31）,-0.22%,1.33%,1.18%,--,--,6.76%,史程,360天,6.76%,3年又314天
嘉实长青竞争优势股票A,007133,2.21亿元（2019-12-31）,6.65%,9.81%,7.82%,--,--,14.95%,龙昌伦,306天,14.95%,2年又259天
信诚量化阿尔法股票,004716,2.49亿元（2019-12-31）,6.36%,8.15%,8.85%,16.65%,--,24.55%,提云涛,177天,8.71%,4年又6天
安信消费医药股票,000974,17.82亿元（2019-12-31）,3.89%,5.68%,7.22%,14.84%,26.49%,53.18%,陈一峰,3年又335天,60.23%,5年又322天
华夏港股通精选股票LOF,160322,1.44亿元（2019-12-31）,0.42%,4.08%,7.24%,9.32%,13.29%,20.86%,黄芳/李湘杰,2年又50天,-11.06%,2年又50天/5年又299天
工银新蓝筹股票,001651,2.62亿元（2019-12-31）,7.41%,8.41%,10.23%,22.33%,44.32%,63.80%,王筱苓,4年又215天,63.80%,9年又197天
宝盈品牌消费股票A,006675,0.33亿元（2019-12-31）,15.43%,12.23%,16.49%,--,--,24.66%,肖肖,275天,24.66%,3年又60天
宝盈品牌消费股票C,006676,0.36亿元（2019-12-31）,15.35%,11.99%,16.02%,--,--,23.90%,肖肖,275天,23.90%,3年又60天
上投摩根核心成长股票,000457,33.89亿元（2019-12-31）,7.75%,12.40%,13.35%,23.26%,13.41%,119.10%,李博,4年又243天,43.39%,5年又68天
富国新兴产业股票,001048,19.07亿元（2019-12-31）,6.79%,3.78%,6.09%,14.56%,15.38%,29.00%,魏伟,4年又362天,29.00%,7年又298天
南方量化成长,001421,4.45亿元（2019-12-31）,2.73%,20.83%,16.60%,14.20%,-12.72%,16.60%,李佳亮,2年又119天,-4.27%,3年又215天
长盛多因子策略优选,006478,1.10亿元（2019-12-31）,10.11%,9.95%,11.86%,23.64%,--,24.37%,冯雨生,281天,23.02%,8年又242天
广发消费升级股票,006671,3.53亿元（2019-12-31）,4.18%,8.05%,12.36%,--,--,25.04%,张东一/李耀柱,108天,5.54%,3年又225天/4年又82天
景顺长城优质成长股票,000411,0.97亿元（2019-12-31）,6.75%,7.62%,9.75%,17.63%,24.00%,68.12%,徐喻军,2年又92天,16.19%,5年又324天
嘉实沪港深精选股票,001878,49.84亿元（2019-12-31）,1.57%,4.18%,9.31%,17.21%,29.86%,69.46%,张金涛,1年又57天,41.70%,3年又285天
华商改革创新股票,002289,1.99亿元（2019-12-31）,5.09%,16.01%,17.21%,39.24%,--,46.26%,李双全,2年又6天,46.26%,4年又335天
华宝多策略增长开放,240005,14.11亿元（2019-12-31）,8.60%,13.56%,14.32%,21.41%,14.78%,528.30%,蔡目荣,4年又124天,23.57%,7年又200天
嘉实逆向策略股票,000985,11.16亿元（2019-12-31）,12.46%,24.35%,29.07%,44.99%,43.33%,63.40%,曲盛伟,1年又233天,64.39%,2年又86天
汇安趋势动力股票A,005628,0.04亿元（2019-12-31）,7.07%,14.12%,5.69%,6.75%,--,19.81%,邹唯,1年又226天,16.93%,11年又201天
汇安趋势动力股票C,005629,0.03亿元（2019-12-31）,7.03%,13.97%,5.42%,6.19%,--,18.36%,邹唯,1年又226天,15.88%,11年又201天
泰达宏利量化股票,001733,0.70亿元（2019-12-31）,5.48%,6.23%,6.23%,4.00%,0.58%,4.00%,刘洋,1年又39天,27.45%,1年又210天
汇丰晋信港股通精选股票,006781,4.83亿元（2019-12-31）,-2.79%,3.72%,5.05%,--,--,4.36%,许廷全/程彧,203天,8.56%,203天/3年又118天
海富通先进制造股票C,008084,5.99亿元（2019-12-17）,4.43%,--,--,--,--,8.21%,吕越超,81天,8.21%,4年又329天
海富通先进制造股票A,008085,12.94亿元（2019-12-17）,4.48%,--,--,--,--,8.30%,吕越超,81天,8.30%,4年又329天
创金合信工业周期股票C,005969,0.12亿元（2019-12-31）,5.29%,21.53%,32.18%,34.71%,--,32.80%,李游,1年又295天,32.80%,3年又126天
创金合信工业周期股票A,005968,0.12亿元（2019-12-31）,5.34%,21.74%,32.65%,35.62%,--,34.35%,李游,1年又295天,34.35%,3年又126天
长信消费精选量化股票,004805,0.25亿元（2019-12-31）,6.66%,8.31%,2.88%,20.07%,--,27.73%,左金保,2年又1天,27.73%,4年又361天
合煦智远消费主题股票发起式C,007288,0.03亿元（2019-12-31）,4.12%,4.58%,4.52%,--,--,5.13%,程卉超,248天,5.13%,248天
宝盈人工智能股票C,005963,1.70亿元（2019-12-31）,-1.03%,24.44%,39.84%,66.32%,--,104.64%,张仲维,1年又205天,104.64%,4年又206天
合煦智远消费主题股票发起式A,007287,0.17亿元（2019-12-31）,4.17%,4.71%,4.88%,--,--,5.62%,程卉超,248天,5.62%,248天
宝盈人工智能股票A,005962,1.61亿元（2019-12-31）,-0.98%,24.68%,40.38%,67.64%,--,107.20%,张仲维,1年又205天,107.20%,4年又206天
博时量化价值股票A,005960,0.27亿元（2019-12-31）,9.95%,13.06%,9.57%,8.12%,--,15.37%,林景艺/黄瑞庆,1年又255天,15.37%,4年又293天/9年又73天
平安股息精选沪港深A,004403,0.92亿元（2019-12-31）,3.98%,2.58%,0.25%,4.66%,--,11.12%,DANIEL DONGNING SUN,138天,-0.14%,2年又184天
博时量化价值股票C,005961,4.29亿元（2019-12-31）,9.88%,12.84%,9.14%,7.26%,--,13.81%,林景艺/黄瑞庆,1年又255天,13.81%,4年又293天/9年又73天
信达澳银转型创新股票,001105,4.87亿元（2019-12-31）,6.32%,17.79%,17.62%,20.14%,26.66%,-15.90%,王咏辉,294天,25.90%,6年又322天
平安股息精选沪港深C,004404,0.01亿元（2019-12-31）,3.91%,2.41%,-0.09%,3.88%,--,8.10%,DANIEL DONGNING SUN,138天,-0.40%,2年又184天
工银沪港深股票C,007512,0.00亿元（2019-12-31）,-2.50%,0.60%,0.40%,--,--,-0.06%,郝康,282天,-0.06%,8年又323天
工银沪港深股票A,002387,17.76亿元（2019-12-31）,-2.45%,0.66%,0.32%,0.04%,16.52%,15.70%,郝康,2年又76天,-7.51%,8年又323天
易方达ESG责任投资股票,007548,13.16亿元（2019-12-31）,3.38%,1.63%,2.42%,--,--,2.43%,郭杰,187天,2.43%,6年又361天
安信盈利驱动股票A,006818,0.72亿元（2019-12-31）,9.97%,14.88%,19.23%,28.46%,--,28.46%,袁玮,1年又3天,28.46%,3年又331天
安信盈利驱动股票C,006819,1.04亿元（2019-12-31）,9.94%,14.77%,19.00%,27.95%,--,27.95%,袁玮,1年又3天,27.95%,3年又331天
嘉实互融精选股票,006603,1.35亿元（2019-12-31）,4.21%,8.03%,7.79%,8.54%,--,8.62%,蒋一茜,1年又8天,8.62%,4年又136天
鹏华沪深港互联网股票,004292,0.79亿元（2019-12-31）,6.57%,17.35%,20.47%,27.51%,--,36.65%,王海青/聂毅翔,60天,14.60%,2年又33天/2年又217天
景顺长城量化港股通股票,006106,1.14亿元（2019-12-31）,-3.33%,-1.53%,-2.70%,--,--,-4.99%,黎海威,262天,-4.99%,6年又131天
前海开源港股通股息率50强,004098,1.27亿元（2019-12-31）,-5.57%,-4.68%,-3.80%,-6.90%,--,-10.36%,史程,246天,-6.72%,3年又314天
安信新常态股票,001583,16.98亿元（2019-12-31）,8.14%,10.39%,12.42%,13.94%,53.71%,56.78%,袁玮,1年又64天,47.46%,3年又331天
广发沪港深新起点股票,002121,50.02亿元（2019-12-31）,0.21%,3.64%,7.79%,17.46%,45.49%,55.53%,李耀柱,3年又88天,58.54%,4年又82天
易方达消费行业股票,110022,205.29亿元（2019-12-31）,7.63%,3.04%,2.32%,33.45%,94.88%,204.80%,萧楠,5年又58天,178.61%,7年又162天
嘉实金融精选股票C,005663,1.79亿元（2019-12-31）,2.45%,2.27%,2.76%,7.63%,--,24.85%,李欣,1年又359天,24.85%,3年又228天
嘉实金融精选股票A,005662,3.48亿元（2019-12-31）,2.48%,2.40%,3.06%,8.19%,--,26.10%,李欣,1年又359天,26.10%,3年又228天
嘉实价值精选股票,005267,24.12亿元（2019-12-31）,6.69%,5.95%,16.51%,27.42%,--,25.52%,谭丽,2年又122天,25.52%,2年又331天
富国港股通量化精选股票型,005707,0.53亿元（2019-12-31）,-4.87%,-1.91%,-2.33%,-4.84%,--,-5.27%,蔡卡尔/徐幼华/张峰,1年又282天,-5.27%,3年又61天/8年又301天/8年又332天
嘉实低价策略股票,001577,1.89亿元（2019-12-31）,6.09%,22.19%,26.20%,39.74%,42.40%,49.80%,李帅,4年又225天,49.80%,4年又225天
创金合信金融地产C,003233,0.04亿元（2019-12-31）,7.16%,4.24%,3.95%,3.50%,9.58%,8.70%,李龑,69天,-2.01%,1年又148天
创金合信金融地产A,003232,0.06亿元（2019-12-31）,7.22%,4.42%,4.50%,4.42%,9.57%,8.80%,李龑,69天,-1.90%,1年又148天
华泰保兴多策略,007586,1.19亿元（2019-12-31）,9.03%,23.50%,34.46%,--,--,50.56%,尚烁徽,246天,50.56%,2年又349天
上投摩根慧选成长A,008314,36.45亿元（2020-01-22）,2.19%,--,--,--,--,2.20%,李德辉,45天,2.20%,3年又110天
上投摩根慧选成长C,008315,0.82亿元（2020-01-22）,2.10%,--,--,--,--,2.10%,李德辉,45天,2.10%,3年又110天
南方内需增长两年股票C,008855,8.85亿元（2020-02-21）,--,--,--,--,--,0.90%,骆帅,15天,0.90%,4年又285天
南方内需增长两年股票A,008854,38.96亿元（2020-02-21）,--,--,--,--,--,0.92%,骆帅,15天,0.92%,4年又285天
易方达研究精选股票,008286,165.89亿元（2020-02-21）,--,--,--,--,--,0.27%,冯波,15天,0.27%,10年又69天
